topic,term,beta
4,plastic,7.384587395911556e-5
5,plastic,1.4188950741060632e-87
6,plastic,5.396065917410033e-9
7,plastic,3.642266384669869e-86
8,plastic,4.6426535945221533e-88
9,plastic,8.86138001413689e-16
10,plastic,2.500614573082119e-47
1,frites,6.212866694247266e-35
2,frites,2.0580811345681218e-36
3,frites,3.51715792960808e-9
4,frites,1.479704728108686e-39
5,frites,2.841228290635056e-75
6,frites,1.2080269625010102e-114
7,frites,1.313806219641299e-46
8,frites,5.6252163253249125e-5
9,frites,2.28908337544895e-108
10,frites,1.9919763363341532e-114
1,a.q,2.9614157578342653e-91
2,a.q,1.3252199736036607e-77
3,a.q,2.2533675992454845e-83
4,a.q,2.4388173843513938e-89
5,a.q,9.90543269237581e-69
6,a.q,2.1149143266366036e-5
7,a.q,1.6017878317614229e-81
8,a.q,3.5440150270189674e-84
9,a.q,3.637333970587424e-17
10,a.q,5.31856872821531e-86
1,details,2.891278651250361e-62
2,details,8.260732448820582e-59
3,details,1.3232281701377642e-44
4,details,1.5940516342297697e-64
5,details,2.1789660278072216e-56
6,details,5.351811655925106e-74
7,details,4.032904240397886e-56
8,details,5.625780431041072e-5
9,details,5.622728318385037e-30
10,details,8.33554953322502e-75
1,vertical,4.0639293810664665e-36
2,vertical,1.2573972705045417e-99
3,vertical,1.8797606606275983e-5
4,vertical,9.099299004605276e-5
5,vertical,1.6148879643429917e-35
6,vertical,4.73903699535647e-12
7,vertical,2.2557530239147923e-10
8,vertical,7.77777421060023e-50
9,vertical,1.0758040406517512e-10
10,vertical,1.44630340156951e-60
1,consome,1.4129832200952168e-127
2,consome,5.049999044268811e-119
3,consome,3.507632999705158e-5
4,consome,1.0487262432389954e-122
5,consome,1.502193181749135e-119
6,consome,3.191610208453382e-47
7,consome,2.393948724552513e-117
8,consome,2.837627427367543e-66
9,consome,2.868070193519048e-72
10,consome,5.274576424300263e-138
1,dorados,5.671801554283298e-129
2,dorados,2.5078506950291975e-120
3,dorados,3.507632999705158e-5
4,dorados,5.952688366896006e-124
5,dorados,3.8710975989427737e-121
6,dorados,1.5237569795180984e-48
7,dorados,2.6879480188078037e-120
8,dorados,1.1304926530785023e-67
9,dorados,1.4626994909701937e-73
10,dorados,5.817668408496716e-140
1,guaccamole,2.0038259753851293e-14
2,guaccamole,1.0522932255533264e-81
3,guaccamole,1.1378493654225876e-44
4,guaccamole,2.0015141411592706e-98
5,guaccamole,4.538890174710099e-18
6,guaccamole,2.114914325869321e-5
7,guaccamole,2.4847954074706254e-93
8,guaccamole,2.2568231717688608e-29
9,guaccamole,3.842254950163772e-65
10,guaccamole,3.742740895571158e-112
1,oranges,1.728343840888512e-112
2,oranges,8.839359323818142e-116
3,oranges,1.0413729100732247e-5
4,oranges,6.289193328558918e-5
5,oranges,1.3298679270543304e-23
6,oranges,2.0214716080532536e-15
7,oranges,7.407865788984149e-80
8,oranges,2.2325361841496362e-42
9,oranges,2.8531889305894468e-27
10,oranges,1.8873847563876937e-97
1,pineapples,1.701908178611241e-126
2,pineapples,5.294833363770545e-121
3,pineapples,4.3024950165198524e-123
4,pineapples,3.6871647827926184e-5
5,pineapples,7.092766544415276e-106
6,pineapples,3.207227382558527e-8
7,pineapples,5.2772897700085645e-87
8,pineapples,8.289480490633944e-52
9,pineapples,7.189431414666858e-21
10,pineapples,8.795806626009836e-96
1,lour,6.243527384667358e-126
2,lour,3.440258860595826e-80
3,lour,3.507630851898415e-5
4,lour,2.261167325953965e-11
5,lour,1.0773231818872538e-79
6,lour,8.97152080156048e-118
7,lour,4.928684452002393e-119
8,lour,2.212482519613353e-84
9,lour,2.1451466675841294e-46
10,lour,1.0311630850132687e-49
1,trufle,4.212961425287273e-125
2,trufle,5.712217901217509e-80
3,trufle,3.507631883560671e-5
4,trufle,1.1750542499370452e-11
5,trufle,3.616133747206402e-79
6,trufle,2.0009939808239124e-117
7,trufle,8.890352810393094e-119
8,trufle,1.3126527993979467e-83
9,trufle,2.3427996120489117e-46
10,trufle,6.9961622798097e-48
1,nachos,4.254265541376384e-90
2,nachos,1.7987705269359302e-92
3,nachos,1.6256802683459388e-102
4,nachos,2.3423487612302113e-46
5,nachos,1.0750829760603633e-86
6,nachos,1.5775754272071347e-32
7,nachos,5.186488933657847e-91
8,nachos,1.1251560862082145e-4
9,nachos,6.233153224451946e-93
10,nachos,3.4069428613613286e-47
1,galla,1.0801284345568302e-80
2,galla,2.5708909316562206e-80
3,galla,1.0426444792137254e-14
4,galla,2.3469898222031507e-85
5,galla,1.288170047075133e-74
6,galla,1.624619595998034e-94
7,galla,2.331035164967307e-69
8,galla,4.128982998907487e-80
9,galla,4.161010239926901e-5
10,galla,1.5868709002219959e-24
1,bass,6.441196058401704e-95
2,bass,9.398928050199235e-92
3,bass,7.015265999410315e-5
4,bass,1.4011063112153011e-36
5,bass,5.344594331145998e-89
6,bass,1.1025082573003222e-96
7,bass,8.05870040382695e-28
8,bass,3.4059968626246835e-57
9,bass,9.340308969899786e-52
10,bass,3.300013902688111e-57
1,estillo,2.4749687291493285e-81
2,estillo,8.881035028578926e-78
3,estillo,7.767860896273696e-70
4,estillo,1.469695727042779e-84
5,estillo,6.366597343950846e-73
6,estillo,1.1087497537564368e-10
7,estillo,4.218822629396246e-73
8,estillo,5.625750937729736e-5
9,estillo,1.1168185615298143e-79
10,estillo,8.650175819141779e-92
1,italiano,5.986644035704304e-81
2,italiano,5.576724570475492e-77
3,italiano,5.972739799564282e-71
4,italiano,4.640048284020104e-84
5,italiano,1.663415253189624e-72
6,italiano,3.90015338746569e-9
7,italiano,3.7665071336038085e-73
8,italiano,5.624742970264109e-5
9,italiano,1.5757832575156902e-79
10,italiano,3.650839311218216e-91
1,sabor,8.317034004383545e-82
2,sabor,4.4304851289212824e-77
3,sabor,7.454838184216218e-70
4,sabor,9.831816600161e-84
5,sabor,5.962427762366357e-73
6,sabor,2.264328892067062e-10
7,sabor,4.390173453648312e-73
8,sabor,5.625720198732791e-5
9,sabor,1.4451261409400438e-79
10,sabor,8.813319233603105e-92
1,pancit,6.418830449941252e-82
2,pancit,2.298981534190089e-78
3,pancit,3.7646406259857145e-26
4,pancit,1.797388788019281e-79
5,pancit,1.3225808918467366e-75
6,pancit,8.062751960572086e-94
7,pancit,7.476376695608789e-5
8,pancit,1.493697726581257e-48
9,pancit,6.718562420928118e-85
10,pancit,1.3281379244454637e-94
1,lettuc,6.175067448808076e-87
2,lettuc,2.009128359894671e-80
3,lettuc,1.0160977878413638e-32
4,lettuc,9.049629151654188e-88
5,lettuc,2.032856160433664e-80
6,lettuc,2.676622585677344e-12
7,lettuc,2.01884168542985e-82
8,lettuc,5.625779719045755e-5
9,lettuc,9.90753140814717e-91
10,lettuc,3.5743960149459944e-96
1,raita,3.412074893446598e-94
2,raita,3.1891445027081766e-90
3,raita,3.507632999705158e-5
4,raita,1.7845233644534037e-28
5,raita,1.1223397508670716e-72
6,raita,2.5775475802657205e-105
7,raita,1.0583195734773899e-85
8,raita,2.4552014895048928e-79
9,raita,3.0875836486863063e-91
10,raita,6.526012336535162e-107
1,scrod,6.978471920561739e-90
2,scrod,1.4482803631676821e-86
3,scrod,3.507632999705158e-5
4,scrod,9.07072731413626e-88
5,scrod,3.1435399032296666e-85
6,scrod,2.1723918617828445e-40
7,scrod,2.479017241747378e-80
8,scrod,1.530540808253775e-81
9,scrod,6.306641748094307e-87
10,scrod,6.337670805434333e-26
1,pord,3.559269254108871e-77
2,pord,3.7797768371178905e-52
3,pord,1.3224170272034616e-90
4,pord,5.092996636995737e-115
5,pord,2.324348161611657e-95
6,pord,2.1149143266384518e-5
7,pord,4.092391159838142e-26
8,pord,8.786397606248338e-105
9,pord,9.656704363491602e-29
10,pord,1.0997773176873595e-63
1,fajjita,4.2166863512920975e-90
2,fajjita,4.922194219760541e-85
3,fajjita,1.755628670510259e-75
4,fajjita,6.349415210419043e-78
5,fajjita,5.713850261573335e-48
6,fajjita,2.3248119588461687e-29
7,fajjita,7.476376695608789e-5
8,fajjita,4.448341288485968e-36
9,fajjita,3.1333855884015027e-52
10,fajjita,5.866676266687368e-97
1,campero,4.364312034646595e-105
2,campero,4.9263006910877486e-95
3,campero,4.092793603284736e-13
4,campero,7.552639289715583e-14
5,campero,3.773517302477291e-82
6,campero,1.5311350901945564e-46
7,campero,1.2478477962563174e-96
8,campero,2.392808998600084e-16
9,campero,4.1610101840840404e-5
10,campero,1.402567356287796e-35
1,choppoed,1.0026587091474911e-81
2,choppoed,9.078531112725812e-79
3,choppoed,5.2955551505004704e-86
4,choppoed,3.004508608104096e-75
5,choppoed,1.0747880028833558e-74
6,choppoed,2.805411124316913e-15
7,choppoed,1.7377686536108274e-11
8,choppoed,5.625779122668776e-5
9,choppoed,3.092517926901991e-83
10,choppoed,5.905349458977495e-29
1,filete,1.826044039787437e-114
2,filete,1.606944229116545e-109
3,filete,3.507632999705158e-5
4,filete,6.388869334261533e-93
5,filete,2.3406734016183147e-36
6,filete,6.6475282419232315e-44
7,filete,2.3420699336777525e-98
8,filete,3.2725749432450808e-109
9,filete,1.1432022454392874e-102
10,filete,3.820389692586573e-53
1,caviar,1.358207167430567e-95
2,caviar,1.101384554764459e-91
3,caviar,3.50763299970502e-5
4,caviar,2.562838024740796e-61
5,caviar,3.3083152570088903e-18
6,caviar,9.30981550839986e-103
7,caviar,3.278037211304619e-87
8,caviar,1.8836178259665066e-88
9,caviar,7.360722827957896e-93
10,caviar,3.849829806522584e-100
1,sakimole,6.680848872284154e-96
2,sakimole,1.8007111090992078e-92
3,sakimole,3.50763299970507e-5
4,sakimole,6.567471132565985e-62
5,sakimole,2.0762610762406917e-18
6,sakimole,1.6163660926373012e-103
7,sakimole,9.000316660706359e-89
8,sakimole,1.1533635177477115e-88
9,sakimole,8.59094188743812e-93
10,sakimole,7.541631789010849e-100
1,bisteck,3.708101786221566e-110
2,bisteck,4.8941738572024416e-113
3,bisteck,3.180696239404997e-26
4,bisteck,7.779287053963792e-93
5,bisteck,9.687633462716816e-110
6,bisteck,2.1149143266384518e-5
7,bisteck,1.8720000140594387e-108
8,bisteck,4.36016239522404e-108
9,bisteck,5.65275978194677e-68
10,bisteck,4.011570303498646e-41
1,cheedar,6.537165990724278e-110
2,cheedar,1.538129649886407e-112
3,cheedar,5.259103832850613e-27
4,cheedar,4.965673720337655e-93
5,cheedar,2.296101002591715e-109
6,cheedar,2.1149143266384518e-5
7,cheedar,5.4661438135910245e-109
8,cheedar,8.01309500997463e-108
9,cheedar,4.523998141339382e-66
10,cheedar,1.4998919169182987e-39
1,chilito,2.2197158861140726e-110
2,chilito,3.5352726859823204e-113
3,chilito,2.147324382546421e-27
4,chilito,3.005956720623585e-93
5,chilito,1.169224527977655e-109
6,chilito,2.1149143266384518e-5
7,chilito,1.1367938400235712e-108
8,chilito,8.659517876682277e-108
9,chilito,3.1778758488974e-67
10,chilito,5.534852161587262e-40
1,chorro,3.347760443529205e-110
2,chorro,5.519557483100815e-114
3,chorro,6.251276976629497e-26
4,chorro,5.115928954021297e-93
5,chorro,5.60328755541362e-110
6,chorro,2.1149143266384518e-5
7,chorro,2.4811224169671648e-108
8,chorro,6.13756307031308e-108
9,chorro,8.67260189940113e-67
10,chorro,3.5130552410900228e-40
1,ciantro,5.672396823117105e-110
2,ciantro,5.893608796144085e-113
3,ciantro,4.7554040405847787e-26
4,ciantro,7.791705599423087e-93
5,ciantro,1.8286783234574616e-109
6,ciantro,2.1149143266384518e-5
7,ciantro,2.661148349580794e-108
8,ciantro,4.569128929768154e-109
9,ciantro,6.271646340248652e-67
10,ciantro,7.586174990857015e-40
1,sweetbread,3.1710156108013223e-108
2,sweetbread,8.443986369070102e-112
3,sweetbread,4.028358357805742e-24
4,sweetbread,1.202269732249196e-90
5,sweetbread,1.4102284364031827e-107
6,sweetbread,2.1149143266384518e-5
7,sweetbread,5.69616365964663e-107
8,sweetbread,1.2220394462695878e-106
9,sweetbread,1.7374877284387194e-64
10,sweetbread,3.490636336810405e-38
1,tareada,2.8893704806127355e-110
2,tareada,4.6463561284750185e-113
3,tareada,1.083398551935451e-25
4,tareada,1.1605546103481335e-92
5,tareada,1.491570401903749e-109
6,tareada,2.1149143266384518e-5
7,tareada,6.32686924462884e-108
8,tareada,5.50931313186818e-108
9,tareada,7.923815777364976e-67
10,tareada,1.3536677625686767e-39
1,fifteen,6.633184341882742e-63
2,fifteen,4.0065470461949956e-60
3,fifteen,4.77673600061342e-66
4,fifteen,3.6932362431934875e-68
5,fifteen,5.208529098969798e-57
6,fifteen,3.935676655348756e-76
7,fifteen,7.476376695608789e-5
8,fifteen,4.2769633730699056e-60
9,fifteen,2.6731889141693365e-66
10,fifteen,3.8186970906291766e-76
1,tacos.served,3.0748980022894333e-86
2,tacos.served,4.417057556917341e-91
3,tacos.served,4.2501021180762326e-97
4,tacos.served,8.855689610407444e-87
5,tacos.served,5.497458208101241e-86
6,tacos.served,2.1149143266384518e-5
7,tacos.served,6.716304384137384e-57
8,tacos.served,1.4036003287366122e-82
9,tacos.served,6.0937954294889334e-30
10,tacos.served,2.2112916216615256e-100
1,carlton,1.191881814282726e-126
2,carlton,3.6336657315405403e-116
3,carlton,3.507632999705158e-5
4,carlton,7.72225792189083e-45
5,carlton,2.168466121852578e-32
6,carlton,5.31545968227865e-124
7,carlton,7.523960995318597e-42
8,carlton,1.1542092716066019e-46
9,carlton,6.525747937366123e-106
10,carlton,1.3107986463197245e-51
1,method,6.263667023747635e-127
2,method,1.858522601043149e-117
3,method,3.507632999705158e-5
4,method,6.126889058999467e-45
5,method,5.448824153369111e-34
6,method,1.782957636913521e-125
7,method,4.4413061755443223e-42
8,method,4.388353072485616e-47
9,method,1.318685848483978e-106
10,method,1.8210195896718664e-52
1,mp,6.577639936856754e-54
2,mp,1.3869979169742706e-96
3,mp,7.015265999410315e-5
4,mp,4.928685046252308e-41
5,mp,3.551189039872159e-41
6,mp,6.551542351109282e-107
7,mp,3.9870329911813593e-50
8,mp,9.642612543278731e-54
9,mp,6.038641626714055e-95
10,mp,1.581200314176639e-60
1,pipian,4.491190373340669e-127
2,pipian,3.978380779794131e-117
3,pipian,3.507632999705158e-5
4,pipian,6.362559307953124e-45
5,pipian,1.0034233354124271e-33
6,pipian,2.522095270758456e-125
7,pipian,4.2188587506275796e-42
8,pipian,5.700210339095937e-47
9,pipian,8.854011664169033e-107
10,pipian,3.4213912559540905e-53
1,preparation,5.082838380819252e-127
2,preparation,1.0901541460900775e-117
3,preparation,3.507632999705158e-5
4,preparation,1.3807306795139806e-45
5,preparation,7.686046265351605e-34
6,preparation,1.101383315581433e-124
7,preparation,1.9355384216916466e-42
8,preparation,5.810974344723983e-47
9,preparation,1.1667895912882795e-106
10,preparation,2.975919236835242e-53
1,raisin,2.7400195480557546e-106
2,raisin,1.9068191421865472e-33
3,raisin,7.015265999410315e-5
4,raisin,4.105592872036654e-45
5,raisin,8.527334533177763e-35
6,raisin,8.360039226665637e-115
7,raisin,3.486272536938376e-51
8,raisin,1.848745529917566e-24
9,raisin,1.0631744776783731e-100
10,raisin,1.128734284863139e-59
1,favor,2.9553940246213992e-114
2,favor,9.85881151418862e-55
3,favor,2.3780037012939727e-42
4,favor,3.1297417832162295e-24
5,favor,5.362434303563651e-12
6,favor,2.1149141912077094e-5
7,favor,8.352180401267647e-64
8,favor,7.28601932602221e-81
9,favor,3.801384501323631e-40
10,favor,3.77742264856155e-55
1,por,1.2338766371667679e-114
2,por,1.9723483474087442e-56
3,por,1.0400650844091457e-41
4,por,8.124177425367215e-26
5,por,7.314205429243323e-13
6,por,2.114914308166091e-5
7,por,2.65564597381096e-64
8,por,1.0882021871163577e-80
9,por,1.1512822213287657e-40
10,por,6.550167944049463e-56
1,esquites,3.3925097487640017e-88
2,esquites,1.7485574766030773e-86
3,esquites,2.1442568697828078e-13
4,esquites,7.385529519554709e-5
5,esquites,2.7721164610875897e-70
6,esquites,1.5711843760991712e-97
7,esquites,7.836041031916192e-13
8,esquites,1.1477858787626724e-62
9,esquites,1.3086217556334534e-90
10,esquites,3.0600040698476487e-46
1,sauced,4.685642748932405e-92
2,sauced,5.929954851067331e-63
3,sauced,2.526037472503499e-31
4,sauced,3.692764790416566e-5
5,sauced,1.951384415854846e-63
6,sauced,7.981059906132777e-111
7,sauced,5.628380170553635e-84
8,sauced,2.860456074894737e-44
9,sauced,1.4065531866718347e-103
10,sauced,8.281886500088426e-39
1,mangosalsa,1.4378734270597686e-94
2,mangosalsa,8.288851721297174e-92
3,mangosalsa,3.507632999705158e-5
4,mangosalsa,6.51149786697479e-93
5,mangosalsa,7.762801268880566e-39
6,mangosalsa,7.332757706056068e-107
7,mangosalsa,4.402204092294429e-88
8,mangosalsa,9.668862123818571e-90
9,mangosalsa,2.153725678638907e-95
10,mangosalsa,1.3832883103773932e-34
1,malt,1.0775069469916873e-97
2,malt,5.266023652448051e-94
3,malt,3.381963073840889e-11
4,malt,1.0735292495577528e-83
5,malt,4.896085183684418e-87
6,malt,8.9489805188622e-107
7,malt,4.9791147024216045e-14
8,malt,5.625775003071956e-5
9,malt,1.990273119176557e-101
10,malt,4.958725140188618e-49
1,sp,4.904038980213337e-91
2,sp,2.1168499749728566e-86
3,sp,3.507632999705158e-5
4,sp,1.679821704890523e-22
5,sp,6.89374842209717e-79
6,sp,1.3480431071811842e-87
7,sp,1.1114664793786082e-72
8,sp,1.1130992453465924e-85
9,sp,9.516003642312483e-63
10,sp,8.58378075580021e-89
1,tostadas,4.613455698826873e-101
2,tostadas,1.0383411607519046e-97
3,tostadas,5.206147023578371e-12
4,tostadas,3.692764224465077e-5
5,tostadas,8.783649172771302e-80
6,tostadas,1.3044515081392856e-26
7,tostadas,3.6157157331182084e-13
8,tostadas,7.79497683081755e-47
9,tostadas,8.4594040279539685e-21
10,tostadas,5.19631054229318e-96
1,puck,2.22434019796671e-74
2,puck,5.3414113827703835e-71
3,puck,4.548849120497373e-78
4,puck,5.669090764699162e-78
5,puck,1.5807006940048243e-68
6,puck,2.045890129848013e-86
7,puck,1.9700428207274315e-69
8,puck,5.625780431041072e-5
9,puck,8.24786580366266e-77
10,puck,2.1373941827031834e-87
1,letuce,1.746447881442399e-106
2,letuce,7.969198146854833e-107
3,letuce,1.537470228930965e-98
4,letuce,8.918770345389671e-98
5,letuce,4.176523573334139e-100
6,letuce,2.1149143266384518e-5
7,letuce,7.336424066512063e-107
8,letuce,2.602458632811467e-105
9,letuce,2.5196670655371896e-22
10,letuce,1.3202577322273002e-94
1,rolle,4.7129739243479865e-107
2,rolle,1.9685147707470563e-107
3,rolle,6.94666779664402e-99
4,rolle,1.8576223835001206e-98
5,rolle,3.418796424260613e-101
6,rolle,2.1149143266384518e-5
7,rolle,8.661030676582133e-107
8,rolle,6.098810295079908e-106
9,rolle,9.565111272657555e-23
10,rolle,1.270819126587852e-94
1,tocas,9.21800126282496e-107
2,tocas,7.286381726692635e-108
3,tocas,4.96966831244959e-99
4,tocas,5.138501379583292e-98
5,tocas,1.877818625997192e-100
6,tocas,2.1149143266384518e-5
7,tocas,8.521272343062134e-107
8,tocas,1.7262215801313972e-106
9,tocas,1.583292795285116e-22
10,tocas,1.792938210185929e-94
1,cialntro,5.3447672944230174e-8
2,cialntro,1.9357893725107345e-100
3,cialntro,2.7163247788138934e-116
4,cialntro,7.203124053096192e-14
5,cialntro,9.416469299320458e-92
6,cialntro,2.1128631397626327e-5
7,cialntro,2.0686754370085387e-58
8,cialntro,2.602726849000619e-15
9,cialntro,1.862151968077254e-18
10,cialntro,4.882768311576038e-41
1,tamarindo,5.651552102380145e-95
2,tamarindo,3.943060400515332e-92
3,tamarindo,7.015262366066172e-5
4,tamarindo,3.8251109327072576e-11
5,tamarindo,1.2562171941132352e-24
6,tamarindo,2.9733988939105228e-95
7,tamarindo,1.5317326048711736e-72
8,tamarindo,5.07968078248949e-47
9,tamarindo,8.772086615106944e-80
10,tamarindo,2.7728633391724406e-105
1,bilbao,7.179722945154054e-23
2,bilbao,1.6597921902328218e-17
3,bilbao,1.4715686279190954e-22
4,bilbao,7.404038236767089e-16
5,bilbao,2.579853626223535e-64
6,bilbao,7.773069590546975e-100
7,bilbao,1.102241998690956e-73
8,bilbao,5.625780430926878e-5
9,bilbao,1.772860141122032e-89
10,bilbao,2.1125210341232796e-101
1,custom,4.730694339674381e-32
2,custom,6.608264883732801e-33
3,custom,5.79305539167735e-13
4,custom,6.902486000422269e-21
5,custom,2.1246893850894012e-26
6,custom,4.2298286183478866e-5
7,custom,1.2746464121402581e-86
8,custom,1.5079885540827492e-26
9,custom,1.6103330143853318e-34
10,custom,5.496262717474707e-110
1,features,7.241848009060153e-23
2,features,2.867132354709279e-23
3,features,1.2030779220489168e-9
4,features,2.9306989885567477e-12
5,features,1.6214272734323592e-17
6,features,2.114841619653333e-5
7,features,1.0901986516438794e-90
8,features,1.1664669824393982e-17
9,features,2.886171809874679e-107
10,features,3.135150241718393e-119
1,optianal,1.1226124850754972e-22
2,optianal,1.8338357843044012e-23
3,optianal,1.5672687462419817e-9
4,optianal,3.184901155300097e-12
5,optianal,2.0516430103098993e-17
6,optianal,2.1148196463440753e-5
7,optianal,8.519458341666364e-90
8,optianal,2.546604548591038e-18
9,optianal,1.8808072183277294e-107
10,optianal,7.025444645177615e-120
1,porblanos,2.970032819671398e-23
2,porblanos,3.4860113466195855e-23
3,porblanos,6.280433009166863e-10
4,porblanos,2.5344417557279394e-12
5,porblanos,7.066783390168091e-18
6,porblanos,2.1148763138470722e-5
7,porblanos,6.93717665517839e-90
8,porblanos,2.1921087410332577e-17
9,porblanos,1.2053653129812167e-107
10,porblanos,2.09184933127307e-121
1,slighty,9.784541033564133e-23
2,slighty,3.623637514043227e-23
3,slighty,4.737021620065425e-10
4,slighty,6.099566992856234e-13
5,slighty,1.1497255329533746e-17
6,slighty,2.1148857300079523e-5
7,slighty,3.8321330399044546e-90
8,slighty,1.1782270955552168e-17
9,slighty,8.788287157986448e-108
10,slighty,2.053510422466154e-119
1,torrtilla,4.700738363980644e-23
2,torrtilla,3.583545927946574e-23
3,torrtilla,1.3364360602922131e-9
4,torrtilla,1.9932332164522866e-12
5,torrtilla,1.6107489201170244e-17
6,torrtilla,2.1148336325635847e-5
7,torrtilla,5.385990857784116e-90
8,torrtilla,2.7124672987268168e-17
9,torrtilla,5.6584959822080125e-108
10,torrtilla,1.8101154136890695e-120
1,box,8.529117534917744e-87
2,box,4.382877333682143e-83
3,box,2.8504979694273467e-87
4,box,6.3468981558085835e-84
5,box,5.146451036380739e-81
6,box,1.442139309454972e-94
7,box,7.476376695608789e-5
8,box,1.4100408971125999e-80
9,box,3.5220419223035355e-37
10,box,2.2503975672867305e-96
1,beast,5.290768167264322e-82
2,beast,5.934429300953412e-76
3,beast,1.3579086379253953e-81
4,beast,4.409168491008979e-79
5,beast,3.1273969312349544e-73
6,beast,3.0669341263153126e-14
7,beast,2.154888296595836e-74
8,beast,5.6257804228828756e-5
9,beast,4.308178663317952e-77
10,beast,1.0009701107032787e-36
1,beware,2.5425757210436104e-81
2,beware,4.1385380212063297e-75
3,beware,2.158256372415866e-80
4,beware,1.6634014256091736e-78
5,beware,1.4535272369631653e-72
6,beware,2.1209521133876351e-13
7,beware,1.8175162240404593e-73
8,beware,5.62578037462266e-5
9,beware,2.548393918378562e-76
10,beware,3.0072651734963505e-36
1,cheese.rice,5.181469176223623e-105
2,cheese.rice,2.3997293507431382e-105
3,cheese.rice,5.0615051413096835e-114
4,cheese.rice,5.148951343505659e-80
5,cheese.rice,2.3955803948839584e-91
6,cheese.rice,1.2637545219761765e-33
7,cheese.rice,1.7095777531175661e-102
8,cheese.rice,4.5357536685295625e-31
9,cheese.rice,4.1610102411637625e-5
10,cheese.rice,2.7409631980899217e-115
1,cabboge,1.348296745939959e-103
2,cabboge,1.887551158277842e-104
3,cabboge,3.50763231612639e-5
4,cabboge,5.831364004151812e-14
5,cabboge,1.6187452737925036e-11
6,cabboge,5.043031217513963e-38
7,cabboge,8.356515073187456e-101
8,cabboge,3.804045260529853e-99
9,cabboge,3.0425708021186677e-97
10,cabboge,1.8579126729211332e-29
1,fred,4.808636404335368e-104
2,fred,1.640380698365586e-104
3,fred,3.507612382391344e-5
4,fred,8.613721292588203e-14
5,fred,4.920203415098961e-10
6,fred,4.136310422541273e-38
7,fred,4.1909328155467994e-101
8,fred,6.5448389042776256e-99
9,fred,1.121820299332182e-96
10,fred,1.266384450814825e-29
1,frisco,6.359706147551356e-104
2,frisco,1.5593862674616254e-104
3,frisco,3.507631925669417e-5
4,frisco,2.963653121494445e-14
5,frisco,2.5574214298104672e-11
6,frisco,2.894249460667673e-38
7,frisco,9.409151787795276e-101
8,frisco,8.339595822486736e-99
9,frisco,8.889281406025882e-97
10,frisco,5.149361087357698e-30
1,resco,6.149954054209232e-104
2,resco,7.692624571042012e-105
3,resco,3.50762031927309e-5
4,resco,4.31492498918876e-14
5,resco,3.0263350939578296e-10
6,resco,2.675917110110351e-38
7,resco,6.566490153538534e-101
8,resco,3.3369229675009826e-99
9,resco,1.6275892576682208e-97
10,resco,4.838056876403181e-30
1,sasa,3.4318989904794114e-104
2,sasa,2.900415769187983e-106
3,sasa,3.507627882002946e-5
4,sasa,5.743599320267417e-15
5,sasa,1.2216648274407174e-10
6,sasa,7.671568522463459e-39
7,sasa,3.9027408299015505e-102
8,sasa,3.02661043862059e-99
9,sasa,4.3856242735238825e-97
10,sasa,4.564234583860467e-30
1,yender,9.149835901594707e-105
2,yender,2.198175787221681e-104
3,yender,3.507617200122553e-5
4,yender,8.173050483925981e-14
5,yender,3.7701230452670215e-10
6,yender,3.5739103493558636e-38
7,yender,2.222847518948469e-102
8,yender,1.4416305015514948e-100
9,yender,3.7993894202694474e-97
10,yender,3.577368000038658e-30
1,rind,1.3991573541008293e-95
2,rind,2.0624082002288103e-92
3,rind,3.507632999705158e-5
4,rind,5.462169134244979e-95
5,rind,1.4437981380457437e-87
6,rind,3.9413652348078224e-103
7,rind,3.9500837589906225e-90
8,rind,4.4337851247910794e-23
9,rind,3.9421473529046546e-98
10,rind,3.311604280476217e-108
1,yoghurt,4.224708153803807e-95
2,yoghurt,6.045214120743681e-92
3,yoghurt,3.507632999705158e-5
4,yoghurt,2.1079122187975185e-94
5,yoghurt,1.3915892547312544e-87
6,yoghurt,1.6443703115601938e-103
7,yoghurt,1.9779711295545756e-91
8,yoghurt,1.699133462682734e-22
9,yoghurt,1.2148716729547657e-97
10,yoghurt,9.046962706855569e-108
1,goan,2.3558990415937984e-91
2,goan,1.6799933392431637e-87
3,goan,6.496632162843537e-18
4,goan,1.1689991005935684e-79
5,goan,2.703997137490137e-85
6,goan,3.0283329864994597e-85
7,goan,7.476117216737516e-5
8,goan,1.952511501126117e-9
9,goan,1.311177481163654e-92
10,goan,7.464163817074801e-103
1,phulka,1.5862054559294202e-90
2,phulka,2.414001167826445e-87
3,phulka,6.591873296516226e-18
4,phulka,2.7238752998249942e-80
5,phulka,1.7499934708599658e-85
6,phulka,2.4872129746991528e-85
7,phulka,7.47615146848219e-5
8,phulka,1.6947759658159789e-9
9,phulka,2.3846113261072222e-92
10,phulka,6.550214486279352e-103
1,ailoli,2.9584416212222213e-76
2,ailoli,4.0430456741404526e-73
3,ailoli,5.499329994231381e-9
4,ailoli,7.254231303822022e-78
5,ailoli,9.452257459047433e-66
6,ailoli,6.060381143200789e-87
7,ailoli,3.9892047797864447e-69
8,ailoli,5.6248984110843625e-5
9,ailoli,5.818545579553921e-79
10,ailoli,2.2194983973317243e-88
1,butt,3.889268561508321e-93
2,butt,5.737194267006585e-38
3,butt,7.015265028935938e-5
4,butt,1.0216957169137938e-11
5,butt,4.286257851856786e-27
6,butt,1.3617530812920004e-96
